CareerField,CareerLevel,EducationLevel,MonthlyIncome
Manufacturing,Entry,Associate Degree,5338
Energy,Mid,Bachelor's Degree,6617
Manufacturing,Entry,Master's Degree,7425
Mining,Mid,Bachelor's Degree,7577
Finance,Entry,Associate Degree,5084
Mining,Mid,Bachelor's Degree,6301
Healthcare,Mid,Master's Degree,8435
Technology,Senior,Associate Degree,4751
Transportation,Entry,High School,3619
Mining,Mid,Bachelor's Degree,5522
Logistics,Entry,High School,3910
Retail,Mid,Bachelor's Degree,6555
Manufacturing,Mid,Bachelor's Degree,5604
Technology,Senior,Master's Degree,8150
Mining,Mid,Associate Degree,4245
Transportation,Mid,Bachelor's Degree,5632
Education,Entry,Associate Degree,4034
Retail,Mid,Associate Degree,3990
Education,Entry,Master's Degree,7715
Finance,Mid,Master's Degree,7838
Government,Entry,Bachelor's Degree,6994
Transportation,Mid,Bachelor's Degree,6365
Retail,Entry,Master's Degree,6854
Healthcare,Senior,Associate Degree,4669
Forestry,Mid,PhD,10623
Government,Entry,Associate Degree,5469
Logistics,Mid,Bachelor's Degree,6393
Media,Senior,Master's Degree,6718
Defense,Mid,High School,4374
Transportation,Entry,Bachelor's Degree,7644
Finance,Entry,Bachelor's Degree,5807
Transportation,Entry,Bachelor's Degree,6395
Real Estate,Entry,Associate Degree,4943
Construction,Senior,Bachelor's Degree,7950
Government,Mid,Master's Degree,7010
Media,Entry,Associate Degree,5506
Real Estate,Mid,Bachelor's Degree,5678
Energy,Mid,High School,3614
Transportation,Entry,Bachelor's Degree,7036
Government,Entry,High School,4573
Forestry,Mid,Master's Degree,9254
Defense,Senior,Bachelor's Degree,5742
Energy,Entry,Associate Degree,5302
Media,Entry,High School,4702
Finance,Entry,Associate Degree,3998
Education,Entry,Bachelor's Degree,6961
Technology,Senior,Associate Degree,4728
Legal,Mid,PhD,10764
Agriculture,Mid,Associate Degree,5205
Finance,Entry,High School,3595
Government,Entry,High School,3762
Healthcare,Mid,High School,3281
Fishing,Entry,Associate Degree,4730
Government,Entry,Bachelor's Degree,7190
Technology,Mid,Bachelor's Degree,7029
Retail,Senior,High School,4741
Construction,Mid,PhD,9423
Fishing,Senior,Bachelor's Degree,5878
Manufacturing,Mid,Associate Degree,5577
Government,Entry,Bachelor's Degree,6436
Logistics,Entry,Bachelor's Degree,5638
Fishing,Entry,Master's Degree,6578
Legal,Mid,Associate Degree,5013
Logistics,Senior,Bachelor's Degree,6275
Mining,Mid,Master's Degree,8928
Real Estate,Entry,Bachelor's Degree,5659
Mining,Entry,High School,3890
Manufacturing,Entry,Associate Degree,4080
Engineering,Senior,Bachelor's Degree,5470
Legal,Entry,High School,3643
Logistics,Mid,High School,4386
Energy,Senior,Associate Degree,4954
Healthcare,Mid,Associate Degree,4807
Agriculture,Entry,Master's Degree,9513
Agriculture,Senior,Master's Degree,7175
Transportation,Mid,Associate Degree,4047
Energy,Entry,Associate Degree,3826
Forestry,Entry,Associate Degree,4764
Defense,Entry,Associate Degree,5394
Legal,Mid,High School,4638
Legal,Entry,Master's Degree,8896
Energy,Mid,High School,3665
Fishing,Senior,Associate Degree,4362
Real Estate,Mid,Associate Degree,5515
Fishing,Mid,Master's Degree,9225
Technology,Mid,PhD,11726
Government,Mid,High School,4110
Fishing,Mid,Associate Degree,4211
Finance,Mid,Bachelor's Degree,6330
Real Estate,Senior,Master's Degree,9544
Healthcare,Mid,Associate Degree,4029
Construction,Mid,High School,3457
Government,Entry,Associate Degree,4488
Engineering,Entry,Bachelor's Degree,5595
Retail,Senior,Bachelor's Degree,7105
Defense,Entry,Bachelor's Degree,5481
Energy,Senior,Bachelor's Degree,7528
Finance,Entry,High School,3907
Mining,Senior,High School,4215
Technology,Entry,Master's Degree,7180
Defense,Mid,Master's Degree,7929
Education,Mid,Master's Degree,8071
Forestry,Mid,Associate Degree,4069
Logistics,Senior,Bachelor's Degree,6278
Transportation,Entry,Master's Degree,8914
Legal,Senior,Bachelor's Degree,7404
Legal,Mid,Bachelor's Degree,6356
Construction,Entry,Associate Degree,5345
Fishing,Entry,High School,3611
Fishing,Entry,Bachelor's Degree,6131
Defense,Entry,Associate Degree,5209
Legal,Mid,Associate Degree,5341
Defense,Entry,Bachelor's Degree,7827
Construction,Mid,Master's Degree,6695
Legal,Senior,Associate Degree,5202
Construction,Entry,High School,3580
Education,Mid,Bachelor's Degree,5638
Technology,Mid,High School,3766
Fishing,Entry,Master's Degree,8012
Government,Mid,Associate Degree,4220
Agriculture,Mid,Associate Degree,3947
Media,Senior,Master's Degree,6678
Finance,Mid,Master's Degree,8959
Mining,Entry,Master's Degree,8707
Government,Senior,Master's Degree,6882
Finance,Entry,High School,3482
Manufacturing,Entry,High School,3318
Legal,Entry,Master's Degree,8880
Logistics,Mid,Master's Degree,8833
Government,Mid,Bachelor's Degree,7560
Defense,Senior,Bachelor's Degree,6462
Government,Mid,Bachelor's Degree,7236
Fishing,Mid,Associate Degree,4892
Construction,Mid,Bachelor's Degree,6153
Logistics,Entry,Associate Degree,4693
Legal,Entry,Master's Degree,7971
Manufacturing,Senior,Associate Degree,3944
Government,Entry,Master's Degree,6430
Construction,Entry,Bachelor's Degree,6389
Mining,Mid,High School,3731
Defense,Entry,High School,3459
Retail,Mid,High School,3238
Fishing,Entry,Bachelor's Degree,5531
Education,Mid,Associate Degree,4401
Transportation,Entry,Bachelor's Degree,6565
Manufacturing,Senior,Master's Degree,7299
Media,Entry,Associate Degree,5035
Engineering,Entry,Master's Degree,7374
Real Estate,Entry,Master's Degree,6393
Media,Senior,Associate Degree,4370
Retail,Mid,Associate Degree,5290
Defense,Senior,High School,4783
Government,Mid,Associate Degree,4210
Manufacturing,Mid,High School,4526
Media,Mid,High School,4686
Healthcare,Entry,Associate Degree,3905
Technology,Senior,Master's Degree,7663
Logistics,Mid,Master's Degree,8475
Government,Mid,Associate Degree,5525
Government,Entry,High School,3402
Retail,Entry,PhD,9044
Manufacturing,Mid,Bachelor's Degree,7693
Fishing,Entry,Bachelor's Degree,5852
Legal,Entry,Master's Degree,8380
Retail,Mid,PhD,10238
Real Estate,Senior,Master's Degree,9229
Construction,Mid,Associate Degree,4445
Government,Mid,Associate Degree,5180
Retail,Entry,Master's Degree,6519
Education,Entry,High School,4512
Government,Entry,Associate Degree,5377
Logistics,Mid,Associate Degree,5673
Forestry,Senior,Master's Degree,9439
Retail,Entry,Master's Degree,7580
Defense,Senior,Master's Degree,6636
Fishing,Senior,Associate Degree,4008
Forestry,Senior,Bachelor's Degree,5714
Agriculture,Entry,Associate Degree,5452
Transportation,Entry,PhD,10124
Manufacturing,Mid,Associate Degree,4730
Government,Senior,Master's Degree,9014
Government,Mid,High School,4578
Government,Senior,Master's Degree,8824
Forestry,Entry,Associate Degree,4720
Legal,Mid,Master's Degree,9362
Engineering,Mid,Bachelor's Degree,7535
Government,Mid,High School,4531
Mining,Entry,High School,4020
Engineering,Mid,Associate Degree,4701
Retail,Mid,Master's Degree,8299
Government,Entry,High School,4315
Legal,Entry,Master's Degree,9344
Defense,Senior,Associate Degree,5183
Fishing,Mid,High School,3298
Media,Entry,Master's Degree,6982
Government,Entry,Master's Degree,8782
Retail,Senior,Associate Degree,5610
Healthcare,Mid,Bachelor's Degree,5640
Education,Entry,High School,3379
Real Estate,Entry,Bachelor's Degree,6381
Retail,Entry,Master's Degree,7205
Manufacturing,Entry,High School,3914
Education,Mid,Associate Degree,4308
Manufacturing,Mid,Associate Degree,5690
Finance,Mid,Bachelor's Degree,7403
Healthcare,Mid,Master's Degree,8795
Technology,Mid,Associate Degree,4099
Manufacturing,Entry,Bachelor's Degree,7683
Defense,Entry,Bachelor's Degree,6401
Fishing,Entry,Bachelor's Degree,6557
Manufacturing,Entry,High School,4799
Forestry,Mid,Master's Degree,6783
Construction,Mid,Associate Degree,4647
Transportation,Entry,Bachelor's Degree,7771
Defense,Mid,Bachelor's Degree,7633
Logistics,Mid,High School,4240
Transportation,Entry,Associate Degree,4241
Manufacturing,Senior,Associate Degree,3963
Defense,Entry,Master's Degree,7920
Retail,Mid,Associate Degree,4365
Finance,Mid,High School,3448
Mining,Senior,Bachelor's Degree,7932
Healthcare,Entry,Bachelor's Degree,7859
Defense,Mid,High School,3266
Construction,Mid,Bachelor's Degree,7356
Manufacturing,Mid,Bachelor's Degree,5972
Fishing,Entry,Associate Degree,4436
Education,Senior,High School,3498
Legal,Entry,Master's Degree,9099
Engineering,Mid,Master's Degree,8712
Mining,Mid,Bachelor's Degree,7188
Finance,Mid,PhD,8082
Agriculture,Mid,High School,4765
Finance,Mid,Master's Degree,9261
Media,Entry,Master's Degree,6582
Energy,Entry,Associate Degree,4506
Engineering,Mid,Master's Degree,9008
Finance,Mid,Master's Degree,6898
Manufacturing,Entry,Bachelor's Degree,5884
Education,Senior,High School,3853
Energy,Mid,High School,4162
Real Estate,Entry,Associate Degree,5329
Manufacturing,Entry,High School,4165
Forestry,Entry,Bachelor's Degree,7664
Defense,Mid,Master's Degree,7981
Engineering,Mid,High School,3375
Real Estate,Mid,High School,4534
Transportation,Entry,High School,3951
Forestry,Mid,Bachelor's Degree,7636
Construction,Mid,Master's Degree,7596
Healthcare,Entry,Master's Degree,8912
Retail,Entry,Associate Degree,5094
Logistics,Mid,High School,3233
Healthcare,Mid,Master's Degree,8747
Finance,Entry,Associate Degree,4388
Education,Entry,Associate Degree,3821
Defense,Entry,Master's Degree,8793
Healthcare,Entry,Bachelor's Degree,7789
Construction,Entry,Associate Degree,5019
Energy,Senior,High School,4745
Healthcare,Entry,Bachelor's Degree,7678
Technology,Mid,Associate Degree,5560
Transportation,Mid,High School,3844
Energy,Mid,Bachelor's Degree,6174
Government,Entry,Bachelor's Degree,7888
Retail,Entry,Master's Degree,9445
Forestry,Mid,Bachelor's Degree,7837
Retail,Entry,Associate Degree,4316
Fishing,Entry,Master's Degree,8614
Defense,Senior,Bachelor's Degree,5961
Mining,Mid,Master's Degree,6669
Retail,Entry,Bachelor's Degree,7419
Mining,Entry,Bachelor's Degree,5936
Government,Entry,Bachelor's Degree,6006
Media,Mid,Associate Degree,5713
Agriculture,Mid,Bachelor's Degree,6733
Energy,Mid,Associate Degree,3882
Logistics,Mid,Master's Degree,8771
Fishing,Entry,PhD,8867
Media,Senior,Master's Degree,7193
Legal,Mid,Master's Degree,6679
Manufacturing,Entry,Master's Degree,6688
Logistics,Mid,Bachelor's Degree,6928
Manufacturing,Entry,Bachelor's Degree,6470
Technology,Entry,Master's Degree,7281
Government,Senior,Associate Degree,5562
Engineering,Mid,Associate Degree,5613
Mining,Mid,Bachelor's Degree,7097
Technology,Entry,High School,3817
Logistics,Mid,Master's Degree,7405
Legal,Mid,Bachelor's Degree,5943
Legal,Entry,Bachelor's Degree,7161
Logistics,Entry,Master's Degree,9028
Mining,Mid,High School,3905
Government,Entry,Master's Degree,9404
Defense,Mid,Associate Degree,4291
Media,Entry,High School,4623
Forestry,Entry,Master's Degree,7115
Energy,Mid,Bachelor's Degree,5455
Manufacturing,Mid,Associate Degree,4819
Forestry,Entry,Bachelor's Degree,6886
Defense,Entry,Bachelor's Degree,7815
Forestry,Entry,Associate Degree,5474
Energy,Mid,High School,4327
Forestry,Entry,Master's Degree,7570
Real Estate,Entry,High School,4564
Engineering,Senior,High School,3614
Mining,Mid,Associate Degree,4910
Healthcare,Mid,Associate Degree,5042
Legal,Mid,Bachelor's Degree,6751
Forestry,Mid,Bachelor's Degree,7592
Forestry,Mid,Master's Degree,7886
Technology,Entry,High School,4808
Forestry,Mid,High School,3369
Technology,Mid,Bachelor's Degree,6366
Media,Entry,High School,3354
Manufacturing,Entry,Master's Degree,6562
Government,Mid,High School,4469
Mining,Senior,Associate Degree,4678
Finance,Senior,Master's Degree,6764
Education,Mid,Bachelor's Degree,7040
Technology,Mid,Associate Degree,4098
Technology,Senior,Bachelor's Degree,6016
Technology,Entry,Bachelor's Degree,6784
Education,Entry,High School,3861
Healthcare,Entry,Bachelor's Degree,7370
Agriculture,Entry,Master's Degree,7518
Agriculture,Mid,Bachelor's Degree,6790
Real Estate,Entry,Associate Degree,5287
Finance,Entry,Bachelor's Degree,5712
Government,Mid,Bachelor's Degree,5863
Retail,Mid,Bachelor's Degree,6222
Finance,Entry,Bachelor's Degree,7643
Technology,Entry,Master's Degree,7898
Forestry,Senior,Associate Degree,3943
Logistics,Mid,Bachelor's Degree,5886
Real Estate,Entry,Associate Degree,5171
Finance,Senior,Associate Degree,4472
Agriculture,Entry,Associate Degree,4039
Energy,Entry,Bachelor's Degree,6548
Logistics,Mid,Associate Degree,4462
Agriculture,Mid,Associate Degree,4289
Energy,Mid,High School,3384
Fishing,Entry,Master's Degree,9559
Construction,Senior,Associate Degree,4208
Manufacturing,Mid,Master's Degree,6602
Agriculture,Entry,High School,4143
Agriculture,Mid,Associate Degree,4206
Legal,Senior,Master's Degree,8904
Transportation,Mid,High School,3445
Media,Entry,PhD,8336
Retail,Entry,Master's Degree,6917
Retail,Mid,Associate Degree,4545
Forestry,Mid,Bachelor's Degree,6893
Transportation,Entry,Associate Degree,5506
Technology,Mid,Associate Degree,5345
Engineering,Entry,Bachelor's Degree,6751
Fishing,Mid,Master's Degree,7159
Finance,Entry,High School,3477
Fishing,Senior,Associate Degree,5266
Mining,Mid,Bachelor's Degree,7250
Media,Mid,High School,3639
Retail,Senior,PhD,11091
Retail,Entry,Bachelor's Degree,7854
Fishing,Senior,High School,3699
Agriculture,Mid,High School,3388
Engineering,Entry,Associate Degree,3933
Mining,Senior,High School,4140
Legal,Entry,Bachelor's Degree,7252
Manufacturing,Entry,Master's Degree,8860
Defense,Mid,Associate Degree,4871
Legal,Mid,High School,3401
Government,Entry,Bachelor's Degree,7832
Transportation,Entry,PhD,9588
Real Estate,Senior,Associate Degree,3848
Fishing,Senior,Master's Degree,6892
Energy,Senior,Associate Degree,4657
Retail,Entry,Master's Degree,7619
Transportation,Entry,Bachelor's Degree,7615
Logistics,Entry,Associate Degree,5312
Retail,Entry,High School,3349
Construction,Mid,Bachelor's Degree,6894
Healthcare,Mid,High School,4388
Engineering,Senior,Bachelor's Degree,5587
Retail,Mid,Bachelor's Degree,6027
Logistics,Senior,Bachelor's Degree,6553
Real Estate,Senior,Bachelor's Degree,7783
Construction,Entry,Bachelor's Degree,6454
Manufacturing,Mid,Master's Degree,7801
Legal,Entry,Associate Degree,4749
Agriculture,Mid,High School,3305
Manufacturing,Senior,Master's Degree,9470
Healthcare,Entry,High School,4554
Construction,Entry,High School,4577
Government,Entry,High School,3558
Real Estate,Entry,High School,4096
Engineering,Entry,Bachelor's Degree,6907
Construction,Senior,Bachelor's Degree,6076
Finance,Mid,Associate Degree,4999
Transportation,Entry,Associate Degree,4960
Government,Entry,Bachelor's Degree,6792
Legal,Entry,Associate Degree,5560
Mining,Entry,Master's Degree,8132
Real Estate,Senior,Master's Degree,7975
Mining,Mid,Master's Degree,8319
Fishing,Entry,High School,4530
Fishing,Mid,Bachelor's Degree,6890
Technology,Entry,Bachelor's Degree,6787
Real Estate,Entry,Bachelor's Degree,7678
Logistics,Entry,Master's Degree,9044
Media,Mid,Bachelor's Degree,7695
Fishing,Entry,Master's Degree,6405
Logistics,Entry,High School,3820
Mining,Mid,Bachelor's Degree,5559
Government,Entry,Associate Degree,4627
Manufacturing,Entry,Bachelor's Degree,7845
Transportation,Mid,Associate Degree,4854
Logistics,Entry,Bachelor's Degree,6908
Manufacturing,Entry,High School,4304
Engineering,Mid,High School,4658
Education,Entry,Master's Degree,8826
Retail,Mid,Master's Degree,7646
Technology,Entry,Master's Degree,6870
Manufacturing,Mid,Bachelor's Degree,6741
Real Estate,Entry,High School,4561
Defense,Mid,Bachelor's Degree,7823
Engineering,Entry,High School,4410
Energy,Senior,Associate Degree,5601
Manufacturing,Mid,Master's Degree,7175
Manufacturing,Mid,Associate Degree,5250
Retail,Entry,Bachelor's Degree,7758
Finance,Entry,Master's Degree,7139
Mining,Entry,Associate Degree,4412
Fishing,Senior,Bachelor's Degree,6239
Engineering,Senior,High School,4753
Real Estate,Mid,Associate Degree,4678
Retail,Senior,Master's Degree,8622
Energy,Mid,Associate Degree,5114
Media,Entry,Bachelor's Degree,6748
Mining,Mid,Associate Degree,5354
Logistics,Mid,Associate Degree,5324
Manufacturing,Mid,Bachelor's Degree,5981
Transportation,Mid,Master's Degree,7068
Defense,Mid,Bachelor's Degree,6062
Healthcare,Entry,Bachelor's Degree,7879
Forestry,Entry,Master's Degree,8236
Agriculture,Entry,Associate Degree,4061
Agriculture,Entry,Associate Degree,5305
Agriculture,Senior,Master's Degree,9242
Transportation,Entry,High School,3560
Engineering,Senior,Bachelor's Degree,7075
Fishing,Mid,High School,3284
Manufacturing,Entry,Bachelor's Degree,5953
Logistics,Entry,Master's Degree,6458
Finance,Senior,High School,3551
Engineering,Mid,High School,4278
Engineering,Entry,Master's Degree,9099
Media,Mid,Associate Degree,3947
Retail,Mid,Master's Degree,7253
Legal,Senior,Bachelor's Degree,6709
Fishing,Entry,Master's Degree,8944
Legal,Mid,High School,3604
Government,Entry,High School,3794
Finance,Mid,Master's Degree,8088
Forestry,Entry,Master's Degree,9274
Logistics,Entry,Master's Degree,9409
Agriculture,Mid,Bachelor's Degree,7632
Healthcare,Mid,Bachelor's Degree,5399
Agriculture,Mid,Master's Degree,8691
Healthcare,Mid,Bachelor's Degree,7048
Education,Senior,Master's Degree,7013
Mining,Mid,Master's Degree,8625
Legal,Senior,Bachelor's Degree,5513
Government,Entry,Master's Degree,9116
Healthcare,Mid,Bachelor's Degree,7116
Logistics,Mid,Bachelor's Degree,6395
Healthcare,Entry,Master's Degree,9193
Mining,Mid,PhD,9797
Manufacturing,Entry,High School,4157
Manufacturing,Mid,High School,3990
Retail,Mid,Associate Degree,4633
Fishing,Entry,Bachelor's Degree,5786
Retail,Entry,Master's Degree,8404
Healthcare,Entry,Associate Degree,5345
Finance,Entry,Associate Degree,3905
Manufacturing,Senior,Master's Degree,7791
Construction,Entry,High School,3799
Logistics,Entry,Associate Degree,5685
Engineering,Senior,Master's Degree,9342
Mining,Mid,High School,3428
Engineering,Entry,Associate Degree,5459
Manufacturing,Entry,High School,4363
Construction,Senior,Bachelor's Degree,5531
Media,Mid,Bachelor's Degree,5888
Media,Senior,Master's Degree,7965
Technology,Mid,Master's Degree,6927
Defense,Mid,Master's Degree,8080
Agriculture,Entry,Bachelor's Degree,7350
Media,Mid,Bachelor's Degree,6260
Fishing,Senior,High School,4333
Healthcare,Entry,Master's Degree,7844
Technology,Mid,High School,3925
Agriculture,Mid,Bachelor's Degree,6094
Retail,Senior,High School,4677
Finance,Mid,Bachelor's Degree,7283
